timestamp,ax,ay,az,gx,gy,gz,activity
26800, 1.000000, 0.531250, -0.411865, 0.610229, 5.737307, -28.991707, -17.395020,right_down
26820, 1.000000, 0.531738, -0.363281, 0.585083, 8.178711, -23.559578, -16.418457,right_down
26840, 1.000000, 0.518188, -0.329712, 0.532104, 0.854492, -20.751953, -13.793949,right_down
26860, 1.000000, 0.480469, -0.268677, 0.417358, -6.469728, -20.202637, -10.742188,right_down
26880, 1.000000, 0.476074, -0.222900, 0.276855, -18.005371, -15.991215, -3.967286,right_down
26900, 1.000000, 0.617554, -0.244629, 0.223267, -30.700691, 24.719246, 21.301270,right_down
26920, 1.000000, 0.630493, -0.467896, 0.252563, 20.080566, 74.523926, 41.564941,right_down
26940, 1.000000, 0.557983, -0.411865, 0.390015, 99.182159, 126.647980, 57.312027,right_down
26960, 1.000000, 0.378906, -0.266235, 0.613892, 107.605011, 165.893555, 68.969727,right_down
26980, 1.000000, 0.315308, -0.188110, 0.958740, 56.518570, 169.677734, 81.542969,right_down
27000, 1.000000, 0.173218, -0.424316, 1.339600, -13.732914, 132.873535, 91.247589,right_down
27020, 1.000000, 0.123413, -0.663940, 1.552368, -15.319828, 69.274902, 70.068359,right_down
27040, 1.000000, 0.144775, -0.645874, 1.504395, -28.320320, 6.591799, 41.870117,right_down
27060, 1.000000, 0.213013, -0.697388, 1.332764, -47.058121, -33.020020, 17.333984,right_down
27080, 1.000000, 0.296387, -0.676514, 1.103638, -34.667969, -44.921890, -3.601075,right_down
27100, 1.000000, 0.413086, -0.604248, 0.843140, -15.686039, -30.334480, -16.540527,right_down
27120, 1.000000, 0.420776, -0.597412, 0.794312, 4.089355, -14.831547, -19.165039,right_down
27140, 1.000000, 0.423950, -0.561646, 0.814941, 20.446777, -6.958010, -22.888191,right_down
27160, 1.000000, 0.368164, -0.542847, 0.861816, 15.991215, -9.948730, -25.878914,right_down
27180, 1.000000, 0.312744, -0.526245, 0.870483, 3.417970, -21.972656, -30.639656,right_down
27200, 1.000000, 0.319214, -0.524902, 0.873291, -13.183598, -34.973145, -35.339355,right_down
27220, 1.000000, 0.346436, -0.531860, 0.857300, -16.662598, -44.311539, -40.039063,right_down
27240, 1.000000, 0.353027, -0.491333, 0.820190, -18.310547, -49.255386, -44.311539,right_down
27260, 1.000000, 0.374634, -0.483887, 0.791870, -24.047859, -51.574722, -46.447769,right_down
