timestamp,ax,ay,az,gx,gy,gz,activity
46581, 1.000000, 0.960449, -0.070313, 0.246094, -7.019045, -73.730469, -15.808109,right_up
46601, 1.000000, 0.965454, -0.030762, 0.205322, -14.038090, -69.702148, -12.390141,right_up
46621, 1.000000, 0.969116, -0.070679, 0.122559, 8.117676, -58.288589, -11.474613,right_up
46641, 1.000000, 0.945801, -0.000732, 0.141602, -4.028320, -53.405777, -13.549809,right_up
46661, 1.000000, 0.945068, -0.012207, 0.119019, -14.221195, -49.438492, -14.099125,right_up
46681, 1.000000, 0.949463, 0.001343, 0.126953, -10.559082, -46.081558, -12.084965,right_up
46701, 1.000000, 0.928589, -0.016357, 0.131104, -12.390141, -43.090820, -8.544922,right_up
46721, 1.000000, 0.891113, -0.018311, 0.103027, -9.094238, -43.212891, -6.591799,right_up
46741, 1.000000, 0.887939, -0.000244, 0.056641, -12.084965, -42.297363, -4.089355,right_up
46761, 1.000000, 0.859253, -0.009399, -0.025879, -5.493164, -42.724609, -3.417970,right_up
46781, 1.000000, 0.783203, -0.197632, -0.210571, 14.953617, -37.902832, -1.281738,right_up
46801, 1.000000, 0.908081, -0.158203, -0.377075, 143.615723, -28.503426, -11.047363,right_up
46821, 1.000000, 1.111816, 0.235962, -0.385376, 154.296875, 9.277344, -5.859377,right_up
46841, 1.000000, 1.196289, 0.261230, -0.488770, 26.550301, 103.698761, 13.427738,right_up
46861, 1.000000, 0.948364, 0.146240, -0.320679, -3.540040, 145.324707, 19.714355,right_up
46881, 1.000000, 0.880005, 0.070923, -0.035522, -38.635254, 165.649414, 22.827156,right_up
46901, 1.000000, 0.826050, 0.057617, 0.348267, -28.930672, 169.555664, 33.081055,right_up
46921, 1.000000, 0.744385, 0.030151, 0.675415, -44.189453, 145.507813, 35.766602,right_up
46941, 1.000000, 0.765259, -0.053345, 0.883667, -75.927734, 108.642609, 39.489746,right_up
46961, 1.000000, 0.780029, -0.156250, 0.996826, -89.416534, 67.382813, 38.513184,right_up
46981, 1.000000, 0.818115, -0.307495, 0.973389, -62.500015, 24.230965, 26.062019,right_up
47001, 1.000000, 0.861816, -0.315308, 0.891968, -27.221687, -10.803223, 9.277344,right_up
47021, 1.000000, 0.915649, -0.273682, 0.755249, -1.159668, -36.193848, -5.920412,right_up
47041, 1.000000, 0.970703, -0.184814, 0.608276, 2.807618, -49.133316, -14.953617,right_up
47061, 1.000000, 0.976563, -0.133789, 0.411865, -7.141115, -55.419937, -20.202637,right_up
47081, 1.000000, 0.984619, -0.138672, 0.355835, -9.216309, -53.283707, -21.728516,right_up
47101, 1.000000, 0.962891, -0.131104, 0.227173, 6.958010, -49.621597, -24.047859,right_up
47121, 1.000000, 0.947144, -0.058350, 0.324707, 20.446777, -44.799820, -21.972656,right_up
47141, 1.000000, 0.958252, -0.022583, 0.269653, -6.347658, -41.931152, -16.113281,right_up
47161, 1.000000, 0.974487, -0.042114, 0.219116, -16.113281, -34.912109, -9.948730,right_up
47181, 1.000000, 0.959473, -0.033325, 0.230835, -17.456055, -29.785164, -5.493164,right_up
47201, 1.000000, 0.968018, -0.048340, 0.240356, -14.160160, -25.878914, -2.197266,right_up
47221, 1.000000, 0.954224, -0.062378, 0.232544, -1.037598, -25.756844, -1.281738,right_up
47241, 1.000000, 0.926025, -0.039185, 0.239624, 16.723633, -27.954109, -1.098633,right_up
47261, 1.000000, 0.924805, -0.030273, 0.231812, 2.563477, -29.724129, 8.300781,right_up
47281, 1.000000, 0.917847, -0.058594, 0.204224, -2.441406, -30.883797, 12.573246,right_up
47301, 1.000000, 0.938110, -0.063721, 0.210327, -10.009766, -30.700691, 15.136723,right_up
47321, 1.000000, 0.933960, -0.108154, 0.172974, -7.385256, -31.127937, 14.831547,right_up
47341, 1.000000, 0.910278, -0.104248, 0.133423, 0.244141, -33.508301, 13.000492,right_up
47361, 1.000000, 0.909058, -0.107910, 0.075684, 2.441406, -33.569336, 11.901859,right_up
47381, 1.000000, 0.938721, -0.127563, 0.043823, -1.770020, -30.151375, 12.329105,right_up
47401, 1.000000, 0.906372, -0.175903, 0.006714, 0.732422, -23.803719, 11.413578,right_up
47421, 1.000000, 0.935303, -0.155518, -0.044189, -1.281738, -13.916019, 9.338379,right_up
47441, 1.000000, 0.972290, -0.227661, -0.062500, 6.286623, 0.305176, 3.234864,right_up
47461, 1.000000, 0.979248, -0.268555, -0.148193, 67.321777, 24.597176, -15.563969,right_up
47481, 1.000000, 1.000732, -0.190063, -0.153320, 99.426300, 41.931152, -24.414070,right_up
